Dzielnica,Nazwa jednostki,Nazwa placówki,Adres,Dyrektor,Telefon,Odnośnik
Praga Południe,"Przedszkole nr 46 ""W Krainie Baśni""","Przedszkole nr 46 ""W Krainie Baśni""",ul. Jordanowska 3 Warszawa,Mirosława Antosiak-Wójcikowska,226104442,przeglądaj
Wola,"Przedszkole nr 47 ""Mali Artyści""","Przedszkole nr 47 ""Mali Artyści""",ul. Krochmalna 1 Warszawa,Bożenna Wilczyńska,226209050,przeglądaj
Praga Południe,"Przedszkole nr 48 ""Zielony Groszek""","Przedszkole nr 48 ""Zielony Groszek""",ul. Szaserów 119 Warszawa,Joanna Wojtunik,226103604,przeglądaj
Bielany,"Przedszkole nr 49 ""Pluszowy Miś""","Przedszkole nr 49 ""Pluszowy Miś""",ul. Skalbmierska 12 Warszawa,Anna Rak,228340012,przeglądaj
Śródmieście,Przedszkole nr 5,Przedszkole nr 5,ul. Okrąg 6b Warszawa,Beata Dłutek,226216605,przeglądaj
Ursynów,Przedszkole nr 50,Przedszkole nr 50,ul. Ludwika Hirszfelda 11 Warszawa,Anna Kwiatkowska,226448787,przeglądaj
Praga Południe,"Przedszkole nr 51 ""Misia Czarodzieja""","Przedszkole nr 51 ""Misia Czarodzieja""",ul. Wojciecha Chrzanowskiego 7 Warszawa,Krystyna Smolińska,228100880,przeglądaj
Ursynów,Przedszkole nr 52,Przedszkole nr 52,ul. Koncertowa 8 Warszawa,Elżbieta Mikołajczyk,226437293,przeglądaj
Praga Południe,Przedszkole nr 54,Przedszkole nr 54,ul. Bracławska 8a Warszawa,Elżbieta Jóźwik,228102740,przeglądaj
Ursynów,"Przedszkole nr 55 im. ""Polskich Podróżników""","Przedszkole nr 55 im. ""Polskich Podróżników""",ul. Jana Cybisa 1 Warszawa,Katarzyna Dreksler-Kowalik,226437685,przeglądaj
Wilanów,"Przedszkole nr 56 ""Wesołe Kubusie""","Przedszkole nr 56 ""Wesołe Kubusie""",ul. Gubinowska 28/30 Warszawa,Ewa Popek-Kucharska,228424841,przeglądaj
Praga Południe,Przedszkole nr 57,Przedszkole nr 57,ul. Pustelnicka 35 Warszawa,Dorota Skolimowska,226106695,przeglądaj
Wola,Przedszkole nr 58 im. Czesława Janczarskiego,Przedszkole nr 58 im. Czesława Janczarskiego,"ul. Batalionu AK ""Pięść"" 4 Warszawa",Marzena Kierzkowska,228364513,przeglądaj
Ochota,Przedszkole nr 59,Przedszkole nr 59,ul. Pruszkowska 10 Warszawa,Joanna Płatek,228235107,przeglądaj
Włochy,Przedszkole nr 60,Przedszkole nr 60,ul. Rybnicka 42 Warszawa,Izabela Bartosiewicz,228637273,przeglądaj
Ochota,Przedszkole nr 61,Przedszkole nr 61,ul. Lelechowska 7 Warszawa,Renata Krasnodębska,228221283,przeglądaj
Wola,Przedszkole nr 62,Przedszkole nr 62,ul. Szarych Szeregów 6 Warszawa,Anna Ławnik-Zawadzka,226322892,przeglądaj
Bemowo,Przedszkole nr 63,Przedszkole nr 63,ul. Bolkowska 4 Warszawa,Małgorzata Jabłońska,226656933,przeglądaj
Białołęka,Przedszkole nr 64 im. Przyjaciół Kubusia Puchatka,Przedszkole nr 64 im. Przyjaciół Kubusia Puchatka,ul. Porajów 3 Warszawa,Krystyna Tyburc,228118067,przeglądaj
Ochota,Przedszkole nr 66,Przedszkole nr 66,ul. Grójecka 93 Warszawa,Małgorzata Łączyk,228221948,przeglądaj
Mokotów,"Przedszkole nr 67 ""Służewiaczek""","Przedszkole nr 67 ""Służewiaczek""",ul. Sonaty 6a Warszawa,Ewa Ignatowicz,228439710,przeglądaj
Mokotów,Przedszkole nr 69,Przedszkole nr 69,ul. Ludwika Narbutta 65/71 Warszawa,Bogusława Wiśniewska,228490125,przeglądaj
Włochy,Przedszkole nr 71,Przedszkole nr 71,ul. Śląska 50/52 Warszawa,Dorota Babiak,228637451,przeglądaj
Śródmieście,Przedszkole nr 72,Przedszkole nr 72,"Aleja ""Solidarności"" 72a Warszawa",Danuta Kazimierska,226211481,przeglądaj
Praga Południe,"Przedszkole nr 73 ""Bajeczka""","Przedszkole nr 73 ""Bajeczka""",ul. Tadeusza Sygietyńskiego 4a Warszawa,Małgorzata Wasilewska,228100703,przeglądaj
Wola,"Przedszkole nr 74 ""Przy Zielonym Wzgórzu""","Przedszkole nr 74 ""Przy Zielonym Wzgórzu""",ul. Wolska 79 Warszawa,Agnieszka Kozłowska,226322357,przeglądaj
Bemowo,Przedszkole nr 75,Przedszkole nr 75,ul. Rozłogi 4a Warszawa,Małgorzata Lisiecka,226642406,przeglądaj
Białołęka,"Przedszkole nr 76 im. ""Warsa i Sawy""","Przedszkole nr 76 im. ""Warsa i Sawy""",ul. Odkryta 18 Warszawa,Anna Kuśmierz-Siedlińska,228893334,przeglądaj
Włochy,"Przedszkole nr 77 ""Akademia Pana Kleksa""","Przedszkole nr 77 ""Akademia Pana Kleksa""",ul. Potrzebna 16 Warszawa,Agnieszka Rowińska,228637293,przeglądaj
Włochy,Przedszkole nr 78,Przedszkole nr 78,ul. Radarowa 4a Warszawa,Elżbieta Wasiljew,228460961,przeglądaj
Ursynów,Przedszkole nr 79,Przedszkole nr 79,ul. Kajakowa 10 Warszawa,Anna Deptuła,226447464,przeglądaj
Mokotów,"Przedszkole nr 80 ""Słoneczna Dolinka""","Przedszkole nr 80 ""Słoneczna Dolinka""",ul. Łukowa 4 Warszawa,Alina Mazurek,228439525,przeglądaj
Targówek,Przedszkole nr 81,Przedszkole nr 81,ul. Barkocińska 19/21 Warszawa,Marzenna Biernat,226790235,przeglądaj
Śródmieście,Przedszkole nr 82,Przedszkole nr 82,ul. Natolińska 2 Warszawa,Iwona Nidecka,226211710,przeglądaj
Wawer,"Przedszkole nr 84 ""Promyk""","Przedszkole nr 84 ""Promyk""",ul. Dworcowa 1 Warszawa,Barbara Puścian,226157545,przeglądaj
Wawer,"Przedszkole nr 85 ""Leśny Zakątek""","Przedszkole nr 85 ""Leśny Zakątek""",ul. Żegańska 27 Warszawa,Krystyna Bułacińska,228124932,przeglądaj
Żoliborz,Przedszkole nr 87,Przedszkole nr 87,ul. Władysława Broniewskiego 9d Warszawa,Sylwia Ząbek,226334802,przeglądaj
Targówek,"Przedszkole nr 88 ""Pod Zielonym Listkiem""","Przedszkole nr 88 ""Pod Zielonym Listkiem""",ul. Poborzańska 19 Warszawa,Agnieszka Zosiuk-Grodzka,228112101,przeglądaj
Praga Południe,"Przedszkole nr 89 ""Niezapominajka""","Przedszkole nr 89 ""Niezapominajka""",ul. Kobielska 55a Warszawa,Jolanta Zaluska-Podlasek,228103144,przeglądaj
Śródmieście,Przedszkole nr 9,Przedszkole nr 9,ul. Dzielna 5a Warszawa,Dorota Karpińska,228310405,przeglądaj
Targówek,Przedszkole nr 90,Przedszkole nr 90,ul. Turmoncka 7 Warszawa,Barbara Godowska,228111060,przeglądaj
Targówek,"Przedszkole nr 91 ""Zaczarowany Ogród""","Przedszkole nr 91 ""Zaczarowany Ogród""",ul. Suwalska 34 Warszawa,Małgorzata Bajszczak,228112304,przeglądaj
Wola,"Przedszkole nr 93 ""Baśniowy Dworek na Kole""","Przedszkole nr 93 ""Baśniowy Dworek na Kole""",ul. Jana Brożka 5 Warszawa,Anna Zakrzewska,228361584,przeglądaj
Targówek,"Przedszkole nr 94 ""Kraina Słonecznych Marzeń""","Przedszkole nr 94 ""Kraina Słonecznych Marzeń""",ul. Smoleńska 64 Warszawa,Beata Gela,226799194,przeglądaj
Targówek,Przedszkole nr 95 z Oddziałami Integracyjnymi im. Króla Maciusia I,Przedszkole nr 95 z Oddziałami Integracyjnymi im. Króla Maciusia I,ul. Tadeusza Korzona 2 Warszawa,Katarzyna Siwik,226790808,przeglądaj
Żoliborz,Przedszkole nr 96,Przedszkole nr 96,ul. Stanisława Wyspiańskiego 5 Warszawa,Marzena Skarbek-Kiełłczewska,228392839,przeglądaj
Bielany,"Przedszkole nr 97 ""Leśna Polanka""","Przedszkole nr 97 ""Leśna Polanka""",ul. Twardowska 23 Warszawa,Eliza Stecka,228341341,przeglądaj
Bemowo,Przedszkole nr 98,Przedszkole nr 98,ul. Legendy 12 Warszawa,Hanna Piątek,226651160,przeglądaj
Ochota,Przedszkole nr 99 im. Misia Wojtka,Przedszkole nr 99 im. Misia Wojtka,ul. Siewierska 3 Warszawa,Ewa Jakowlew,228222332,przeglądaj
Mokotów,Przedszkole Publiczne nr 83,Przedszkole Publiczne nr 83,ul. Stefana Batorego 35 Warszawa,Mariola Ogrodowska,228259024,przeglądaj
Wawer,"Przedszkole Specjalne nr 104 w Instytucie ""Pomnik - Centrum Zdrowia Dziecka""","Zespół Szkół Specjalnych nr 78 im. Ewy Szelburg-Zarembiny w Instytucie ""Pomnik Centrum Zdrowia Dziecka""",Aleja Dzieci Polskich 20 Warszawa,Grażyna Michalczuk,228151126,przeglądaj
Mokotów,Przedszkole Specjalne nr 188,Przedszkole Specjalne nr 188,ul. Kielecka 20 Warszawa,Irmina Jakubczak,228499417,przeglądaj
Śródmieście,Przedszkole Specjalne nr 208,Przedszkole Specjalne nr 208,ul. Dzielna 1a Warszawa,Małgorzata Piechal,228313923,przeglądaj
Ursynów,Przedszkole Specjalne nr 213,Przedszkole Specjalne nr 213,ul. Leonida Teligi 1 Warszawa,Michał Kopiczyński,226437559,przeglądaj
Bielany,"Przedszkole Specjalne nr 245 Dla Dzieci Słabowidzących ""Sowy Mądrej Głowy""","Przedszkole Specjalne nr 245 Dla Dzieci Słabowidzących ""Sowy Mądrej Głowy""",ul. Ksawerego Pruszyńskiego 1 Warszawa,Grażyna Szeplewicz,228340689,przeglądaj
Śródmieście,Przedszkole Specjalne nr 343,Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci Słabosłyszących nr 15 im. Ottona Lipkowskiego,ul. Zakroczymska 6 Warszawa,Małgorzata Jastrzębska,228313200,przeglądaj
Mokotów,Przedszkole Specjalne nr 393,Przedszkole Specjalne nr 393,ul. Puławska 97 Warszawa,Maria Kuźniewska-Zdrojowy,228450577,przeglądaj
Wola,"Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""","Przedszkole Specjalne nr 68 w Mazowieckim Centrum Rehabilitacji ""STOCER""",ul. Ożarowska 75a Warszawa,Alina Aniołczyk,228770204,przeglądaj
Ochota,Przedszkole z Oddziałami Integracyjnymi nr 102,Przedszkole z Oddziałami Integracyjnymi nr 102,ul. Siewierska 5/7 Warszawa,Jolanta Brzezińska,228221157,przeglądaj
Wola,Przedszkole z Oddziałami Integracyjnymi nr 127 im. Wandy Chotomskiej,Przedszkole z Oddziałami Integracyjnymi nr 127 im. Wandy Chotomskiej,ul. Nowolipki 21a Warszawa,Agnieszka Stypułkowska,228382191,przeglądaj
Praga Południe,"Przedszkole z Oddziałami Integracyjnymi nr 198 ""Bajeczne Przedszkole""","Przedszkole z Oddziałami Integracyjnymi nr 198 ""Bajeczne Przedszkole""",ul. Sylwestra Bartosika 5 Warszawa,Małgorzata Mędrek,226710676,przeglądaj
Śródmieście,Przedszkole z Oddziałami Integracyjnymi nr 20,Przedszkole z Oddziałami Integracyjnymi nr 20,ul. Stefanii Sempołowskiej 2a Warszawa,Anna Dyńska,226284745,przeglądaj
Białołęka,"Przedszkole z Oddziałami Integracyjnymi nr 226 ""Małego Europejczyka""","Przedszkole z Oddziałami Integracyjnymi nr 226 ""Małego Europejczyka""",ul. Strumykowa 17 Warszawa,Ewa Kulikowska,226765195,przeglądaj
Żoliborz,Przedszkole z Oddziałami Integracyjnymi nr 288,Przedszkole z Oddziałami Integracyjnymi nr 288,ul. Elbląska 63a Warszawa,Elżbieta Kwiatkowska-Klarzak,226339082,przeglądaj
Praga Południe,Przedszkole z Oddziałami Integracyjnymi nr 291 im. prof. dr med. Zofii Falkowskiej,Przedszkole z Oddziałami Integracyjnymi nr 291 im. prof. dr med. Zofii Falkowskiej,ul. Siennicka 19b Warszawa,Małgorzata Sobieszczańska,228105459,przeglądaj
Bielany,"Przedszkole z Oddziałami Integracyjnymi nr 309 ""Baśniowa Kraina""","Przedszkole z Oddziałami Integracyjnymi nr 309 ""Baśniowa Kraina""",ul. Hansa Christiana Andersena 7 Warszawa,Katarzyna Michalak,226631291,przeglądaj
Wola,Przedszkole z Oddziałami Integracyjnymi nr 310,Przedszkole z Oddziałami Integracyjnymi nr 310,ul. Jana Brożka 17 Warszawa,Dorota Chmurska,228364665,przeglądaj
Bielany,"Przedszkole z Oddziałami Integracyjnymi nr 341 ""Kota Filemona""","Przedszkole z Oddziałami Integracyjnymi nr 341 ""Kota Filemona""",ul. Wergiliusza 15 Warszawa,Bożena Wtorkowska,226636069,przeglądaj
Bemowo,Przedszkole z Oddziałami Integracyjnymi nr 345,Zespół Szkolno-Przedszkolny nr 2,ul. Brygadzistów 18 Warszawa,Emilia Wojdyła,226648758,przeglądaj
Wola,"Przedszkole z Oddziałami Integracyjnymi nr 37 ""Bajkowy Świat""","Przedszkole z Oddziałami Integracyjnymi nr 37 ""Bajkowy Świat""",ul. Szlenkierów 8 Warszawa,Jadwiga Wojciechowska,226321131,przeglądaj
Ursus,Przedszkole z Oddziałami Integracyjnymi nr 418,Przedszkole z Oddziałami Integracyjnymi nr 418,ul. Jana Marcina Szancera 7 Warszawa,Małgorzata Rolka,502739107,przeglądaj
Białołęka,"Przedszkole z Oddziałami Integracyjnymi nr 65 ""Tarchominek""","Przedszkole z Oddziałami Integracyjnymi nr 65 ""Tarchominek""",ul. Feliksa Pancera 3 Warszawa,Ewa Szypryt,226148909,przeglądaj
Śródmieście,Przedszkole z Oddziałami Integracyjnymi nr 7,Przedszkole z Oddziałami Integracyjnymi nr 7,ul. Sowia 4 Warszawa,Agata Tomala,228266562,przeglądaj
Ochota,Przedszkole z Oddziałami Integracyjnymi nr 70,Przedszkole z Oddziałami Integracyjnymi nr 70,ul. Rokosowska 2 Warszawa,Dorota Potocka,228222321,przeglądaj
Wawer,Przedszkole z Oddziałami Integracyjnymi nr 86,Przedszkole z Oddziałami Integracyjnymi nr 86,ul. Krupnicza 3 Warszawa,Maria Szypnicka,222772030,przeglądaj
Mokotów,"Specjalistyczna Poradnia Profilaktyczno-Terapeutyczna dla Dzieci i Młodzieży ze Środowisk Zagrożonych Alkoholizmem ""OPTA""","Specjalistyczna Poradnia Profilaktyczno-Terapeutyczna dla Dzieci i Młodzieży ze Środowisk Zagrożonych Alkoholizmem ""OPTA""",ul. Wiśniowa 56 Warszawa,Monika Bubicz,228263916,przeglądaj
Ochota,"Specjalistyczna Poradnia Psychologiczno-Pedagogiczna ""TOP""","Specjalistyczna Poradnia Psychologiczno-Pedagogiczna ""TOP""",ul. Raszyńska 8/10 Warszawa,Krzysztof Szamburski,228227717,przeglądaj
Ochota,"Specjalistyczna Poradnia Psychologiczno-Pedagogiczna ""Uniwersytet dla Rodziców""","Specjalistyczna Poradnia Psychologiczno-Pedagogiczna ""Uniwersytet dla Rodziców""",ul. Raszyńska 8/10 Warszawa,Maria Floryan,228227168,przeglądaj
Mokotów,Specjalny Ośrodek Szkolno-Wychowawczy nr 12,Zespół Placówek Szkolno-Wychowawczo-Rewalidacyjnych nr 1,ul. Bełska 5 Warszawa,Jolanta Krzepicka,228485530,przeglądaj
Śródmieście,"Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""","Specjalny Ośrodek Wychowawczy ""Dom przy Rynku""",Rynek Nowego Miasta 4 Warszawa,Zbigniew Gibki,228315033,przeglądaj
Śródmieście,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,Stołeczne Centrum Edukacji Kulturalnej im. Komisji Edukacji Narodowej,ul. Jezuicka 4 Warszawa,Wojciech Feliksiak,222770601,przeglądaj
Śródmieście,Szkolne Schronisko Młodzieżowe nr 1,Warszawskie Centrum Sportu Młodzieżowego Agrykola,ul. Myśliwiecka 9 Warszawa,Mirosław Robak,226229110,przeglądaj
Śródmieście,Szkolne Schronisko Młodzieżowe nr 2 – Europejski Dom Spotkań Młodzieży w Warszawie,Zespół Placówek - Europejski Dom Spotkań Młodzieży,ul. Smolna 30 Warszawa,Henryk Głuski,228278952,przeglądaj
Wola,Szkolne Schronisko Młodzieżowe nr 3 Syrenka,Szkolne Schronisko Młodzieżowe nr 3 Syrenka,ul. Karolkowa 53a Warszawa,Krzysztof Kłopotowski,226328829,przeglądaj
Praga Południe,Szkoła Podstawowa Integracyjna nr 135 im. Marii Kownackiej,Zespół Szkół Integracyjnych nr 75,ul. Sylwestra Bartosika 5 Warszawa,Krystyna Pawlaczyk,226713372,przeglądaj
Wola,Szkoła Podstawowa Integracyjna nr 317,Zespół Szkół Integracyjnych nr 71 im. Edmunda Bojanowskiego,ul. Deotymy 37 Warszawa,Magdalena Politańska,228360312,przeglądaj
Mokotów,Szkoła Podstawowa Integracyjna nr 339 im. Raoula Wallenberga,Zespół Szkół Integracyjnych nr 62 im. Raoula Wallenberga,ul. św. Bonifacego 10 Warszawa,Lidia Kumanek,226429844,przeglądaj
Śródmieście,Szkoła Podstawowa nr 1 im. Gustawa Morcinka,Szkoła Podstawowa nr 1 im. Gustawa Morcinka,ul. Wilcza 53 Warszawa,Małgorzata Stalony,226288688,przeglądaj
Ochota,Szkoła Podstawowa nr 10 im. Grzegorza Piramowicza,Szkoła Podstawowa nr 10 im. Grzegorza Piramowicza,ul. Jasielska 49/53 Warszawa,Kamila Izbińska,228234197,przeglądaj
Ursynów,Szkoła Podstawowa nr 100 im. płk. Francesco Nullo,Szkoła Podstawowa nr 100 im. płk. Francesco Nullo,ul. Taneczna 54/58 Warszawa,Halina Chaber,226433303,przeglądaj
Mokotów,Szkoła Podstawowa nr 103 im. Bohaterów Warszawy 1939-1945,Szkoła Podstawowa nr 103 im. Bohaterów Warszawy 1939-1945,ul. Jeziorna 5/9 Warszawa,Danuta Kozakiewicz,228422455,przeglądaj
Wilanów,Szkoła Podstawowa nr 104 im. Macieja Rataja,Zespół Szkolno-Przedszkolny nr 3,ul. Przyczółkowa 27 Warszawa,Aniela Trefoń,226484935,przeglądaj
Mokotów,Szkoła Podstawowa nr 107 im. Bronisława Malinowskiego,Szkoła Podstawowa nr 107 im. Bronisława Malinowskiego,ul. Nowoursynowska 210/212 Warszawa,Anna Wielechowska,228439692,przeglądaj
Wawer,Szkoła Podstawowa nr 109 im. Batalionów Chłopskich,Szkoła Podstawowa nr 109 im. Batalionów Chłopskich,ul. Przygodna 2 Warszawa,Stefan Dejneka,226153001,przeglądaj
Ursus,Szkoła Podstawowa nr 11 im. I Dywizji Kościuszkowskiej,Szkoła Podstawowa nr 11 im. I Dywizji Kościuszkowskiej,ul. Mariana Keniga 20 Warszawa,Beata Olszewska,226670927,przeglądaj
Białołęka,Szkoła Podstawowa nr 110 im. Kazimierza Jeżewskiego,Szkoła Podstawowa nr 110 im. Kazimierza Jeżewskiego,ul. Bohaterów 41 Warszawa,Grażyna Zając,228112962,przeglądaj
Targówek,Szkoła Podstawowa nr 114 z Oddziałami Integracyjnymi im. Jędrzeja Cierniaka,Szkoła Podstawowa nr 114 z Oddziałami Integracyjnymi im. Jędrzeja Cierniaka,ul. Remiszewska 40 Warszawa,Magdalena Raboszuk,226794692,przeglądaj
Mokotów,Szkoła Podstawowa nr 115 im. Wandy Turowskiej,Szkoła Podstawowa nr 115 im. Wandy Turowskiej,ul. Okrężna 80 Warszawa,Grażyna Gozdecka,228422473,przeglądaj
Białołęka,Szkoła Podstawowa nr 118 im. Przyjaciół Mazowsza,Szkoła Podstawowa nr 118 im. Przyjaciół Mazowsza,ul. Leszczynowa 5 Warszawa,Małgorzata Stawiarska,228111534,przeglądaj
Mokotów,Szkoła Podstawowa nr 119 im. 3 Berlińskiego Pułku Piechoty,Szkoła Podstawowa nr 119 im. 3 Berlińskiego Pułku Piechoty,"ul. Pułku AK ""Baszta"" 3 Warszawa",Małgorzata Mroczkowska,228447548,przeglądaj
Śródmieście,Szkoła Podstawowa nr 12 im. Powstańców Śląskich,Szkoła Podstawowa nr 12 im. Powstańców Śląskich,ul. Górnośląska 45 Warszawa,Iwona Stępniak,226281141,przeglądaj
Praga Południe,"Szkoła Podstawowa nr 120 z Oddziałami Integracyjnymi im. Pułków Piechoty ""Dzieci Warszawy""","Szkoła Podstawowa nr 120 z Oddziałami Integracyjnymi im. Pułków Piechoty ""Dzieci Warszawy""",ul. Międzyborska 64/70 Warszawa,Jadwiga Goralska,228103244,przeglądaj
Wawer,Szkoła Podstawowa nr 124 im. Stanisława Jachowicza,Szkoła Podstawowa nr 124 im. Stanisława Jachowicza,ul. Bartoszycka 45/47 Warszawa,Małgorzata Wysocka,228729118,przeglądaj
Praga Północ,Szkoła Podstawowa nr 127 im. Henryka Sienkiewicza,Szkoła Podstawowa nr 127 im. Henryka Sienkiewicza,ul. Kowieńska 12/20 Warszawa,Magdalena Czub,226193088,przeglądaj
Wawer,Szkoła Podstawowa nr 128 im. Józefa Niećki,Zespół Szkolno-Przedszkolny nr 9,ul. Kadetów 15 Warszawa,Beata Senterkiewicz-Trendak,226719387,przeglądaj
Wola,Szkoła Podstawowa nr 132 im. Sándora Petöfiego,Szkoła Podstawowa nr 132 im. Sándora Petöfiego,ul. Grabowska 1 Warszawa,Irena Trzciałkowska,228368516,przeglądaj
Bielany,Szkoła Podstawowa nr 133 im. Stefana Czarnieckiego,Szkoła Podstawowa nr 133 im. Stefana Czarnieckiego,ul. Antoniego Fontany 3 Warszawa,Małgorzata Szerszeń,228342831,przeglądaj
Wawer,Szkoła Podstawowa nr 138 z Oddziałami Integracyjnymi im. Józefa Horsta,Szkoła Podstawowa nr 138 z Oddziałami Integracyjnymi im. Józefa Horsta,ul. Mieczysława Pożaryskiego 2 Warszawa,Joanna Wichowska,222771119,przeglądaj
Wola,Szkoła Podstawowa nr 139 im. Ludwiki Wawrzyńskiej,Szkoła Podstawowa nr 139 im. Ludwiki Wawrzyńskiej,ul. Syreny 5/7 Warszawa,Bożena Rutkowska,226325994,przeglądaj
Wawer,Szkoła Podstawowa nr 140 im. Kazimierza Jeżewskiego,Zespół Szkół nr 120,ul. Wilgi 19 Warszawa,Beata Scelina,226157304,przeglądaj
Praga Południe,Szkoła Podstawowa nr 141 im. mjr Henryka Sucharskiego,Szkoła Podstawowa nr 141 im. mjr Henryka Sucharskiego,ul. Szaserów 117 Warszawa,Anna Gołygowska,226106772,przeglądaj
Praga Południe,Szkoła Podstawowa nr 143 im. Stefana Starzyńskiego,Szkoła Podstawowa nr 143 im. Stefana Starzyńskiego,Aleja Stanów Zjednoczonych 27 Warszawa,Krystyna Jakubowska,226177232,przeglądaj
Mokotów,Szkoła Podstawowa nr 146 im. Janusza Korczaka,Szkoła Podstawowa nr 146 im. Janusza Korczaka,ul. Domaniewska 33 Warszawa,Jolanta Zauer-Nowak,228579146,przeglądaj
Wola,Szkoła Podstawowa nr 148 im. Hugona Kołłątaja,Szkoła Podstawowa nr 148 im. Hugona Kołłątaja,ul. Ożarowska 69 Warszawa,Julia Franczuk,228362873,przeglądaj
Bemowo,Szkoła Podstawowa nr 150 im. Walerego Wróblewskiego,Zespół Szkół nr 46,ul. gen. Wiktora Thomméego 1 Warszawa,Grażyna Żółtowska,226669404,przeglądaj
Ochota,Szkoła Podstawowa nr 152 im. Marii Dąbrowskiej,Zespół Szkół nr 83,ul. Powstańców Wielkopolskich 4 Warszawa,Monika Mazanka,228226608,przeglądaj
Mokotów,Szkoła Podstawowa nr 157 im. Adama Mickiewicza,Szkoła Podstawowa nr 157 im. Adama Mickiewicza,ul. Kazimierzowska 16 Warszawa,Bożena Maciejewska,228441608,przeglądaj
Śródmieście,Szkoła Podstawowa nr 158 im. Jana Kilińskiego,Szkoła Podstawowa nr 158 im. Jana Kilińskiego,ul. Ciasna 13 Warszawa,Izabella Kraszewska,228311327,przeglądaj
Ursynów,Szkoła Podstawowa nr 16 im. Tony Halika,Szkoła Podstawowa nr 16 im. Tony Halika,ul. Wilczy Dół 4 Warszawa,Mariola Frontczak,226496602,przeglądaj
Praga Południe,"Szkoła Podstawowa nr 163 im. Batalionu ""Zośka""","Szkoła Podstawowa nr 163 im. Batalionu ""Zośka""",ul. Osiecka 28/32 Warszawa,Marzena Żak,226104316,przeglądaj
Wola,Szkoła Podstawowa nr 166 im. Żwirki i Wigury,Szkoła Podstawowa nr 166 im. Żwirki i Wigury,ul. Żytnia 40 Warszawa,Daniela Bartosiak,226320108,przeglądaj
Praga Południe,Szkoła Podstawowa nr 168 im. Wiktora Gomulickiego,Zespół Szkół nr 84,ul. Zwycięzców 44 Warszawa,Anna Tkaczyk,226176328,przeglądaj
Wilanów,Szkoła Podstawowa nr 169 im. Orła Białego,Zespół Szkół nr 123,ul. Uprawna 9/17 Warszawa,Katarzyna Potrzebowska,228429989,przeglądaj
Wesoła,Szkoła Podstawowa nr 171 im. Stanisława Staszica,Szkoła Podstawowa nr 171 im. Stanisława Staszica,ul. Armii Krajowej (Wesoła) 39 Warszawa,Bogumiła Banasiak,227739052,przeglądaj
Wesoła,Szkoła Podstawowa nr 172 im. Polskiej Organizacji Wojskowej,Zespół Szkół nr 94,ul. Krótka (Wesoła) 1 Warszawa,Katarzyna Paroń-Bryła,227734204,przeglądaj
Wesoła,Szkoła Podstawowa nr 173 im. Górników Polskich,Szkoła Podstawowa nr 173 im. Górników Polskich,Trakt Brzeski (Wesoła) 18 Warszawa,Lidia Chmielewska,227733925,przeglądaj
Wesoła,Szkoła Podstawowa nr 174 z Oddziałami Integracyjnymi im. Tadeusza Kościuszki,Szkoła Podstawowa nr 174 z Oddziałami Integracyjnymi im. Tadeusza Kościuszki,Plac Wojska Polskiego (Wesoła) 28 Warszawa,Paweł Krajewski,227734003,przeglądaj
Ochota,Szkoła Podstawowa nr 175 im. Heleny Marusarzówny,Szkoła Podstawowa nr 175 im. Heleny Marusarzówny,ul. Trzech Budrysów 32 Warszawa,Jolanta Zan-Szantroch,228222005,przeglądaj
Praga Południe,Szkoła Podstawowa nr 185 im. UNICEF,Szkoła Podstawowa nr 185 im. UNICEF,ul. gen. Tadeusza Bora-Komorowskiego 31 Warszawa,Ewa Żochowska,226135878,przeglądaj
Bielany,Szkoła Podstawowa nr 187 im. Adama Mickiewicza,Szkoła Podstawowa nr 187 im. Adama Mickiewicza,ul. Leopolda Staffa 21 Warszawa,Renata Sobczak,228340387,przeglądaj
Rembertów,Szkoła Podstawowa nr 189 im. Marszałka Piłsudskiego z Oddziałami Integracyjnymi,Zespół Szkół nr 76,ul. Dwóch Mieczy 5 Warszawa,Anna Posmyk,226119566,przeglądaj
Mokotów,Szkoła Podstawowa nr 190 im. Orła Białego,Szkoła Podstawowa nr 190 im. Orła Białego,ul. Zwierzyniecka 10 Warszawa,Barbara Dąbrowska,228412136,przeglądaj
Mokotów,Szkoła Podstawowa nr 191 im. Józefa Ignacego Kraszewskiego,Szkoła Podstawowa nr 191 im. Józefa Ignacego Kraszewskiego,ul. Bokserska 30 Warszawa,Iwona Zawadzka,228432168,przeglądaj
Wawer,Szkoła Podstawowa nr 195 im. Króla Maciusia I,Zespół Szkół nr 115,ul. Króla Maciusia 5 Warszawa,Agata Kołodziejczyk,228121867,przeglądaj
Mokotów,Szkoła Podstawowa nr 202 im. 34 Pułku Strzelców Budziszyńskich,Szkoła Podstawowa nr 202 im. 34 Pułku Strzelców Budziszyńskich,"ul. Jana Bytnara ""Rudego"" 19 Warszawa",Katarzyna Kołodziejczak-Śliwińska,228449685,przeglądaj
Śródmieście,Szkoła Podstawowa nr 203,Szkoła Podstawowa nr 203,ul. ks. Ignacego Skorupki 8 Warszawa,Anna Oskroba,226213291,przeglądaj
